A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T
MMRC02GIBM_2_chr5_chr5-852207-180706525-gain	1	1	0	0	1	1	0	0	1	0	0	0	2	1	0	4	2	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	1	0	3	0	1	1	2	0	1	0	4	0	0	1	1	2	0	0	0	3	1	1	1	0	0	0	0	0	2	0	1	0	3	3	2	2	3	0	1	0	1	1	1	1	3	0	1	1	2	1	0	4	0	0	1	2	0	0	2	2	2	0	0	0
PD26432_1_chr5_chr5-851582-180718018-gain_2	2	3	0	2	2	2	0	1	2	1	1	1	8	3	0	6	3	2	0	2	0	0	0	0	0	1	0	0	3	0	0	5	2	3	11	2	8	3	13	1	1	5	8	5	4	5	3	7	7	7	2	6	2	3	2	4	1	1	2	2	7	0	2	4	5	2	5	5	7	1	1	5	3	3	2	4	4	2	2	6	10	2	0	6	6	0	6	8	1	0	0	4	13	0	6	10
PD26432_2_chr5_chr5-851582-180718018-gain_2	0	0	0	0	0	5	1	1	3	0	0	0	4	0	0	6	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	6	0	9	0	1	3	4	2	6	1	4	3	2	1	1	3	1	0	1	5	1	1	0	2	0	0	0	2	6	0	3	3	3	3	0	2	3	3	1	2	2	1	3	4	2	2	3	4	3	2	0	4	4	2	3	14	4	1	1	7	15	4	3	12
PD26409_1_chr5_chr5-852691-180722682-gain	2	3	0	2	6	6	0	1	2	3	0	2	4	3	0	3	1	2	0	1	4	0	0	1	1	2	1	2	3	0	1	4	9	3	3	6	3	4	4	6	3	4	4	2	11	1	4	8	1	0	3	3	0	2	2	2	1	1	2	1	2	1	2	0	13	2	3	4	0	1	2	6	1	1	1	6	2	2	2	4	3	1	3	2	0	2	1	4	1	0	1	1	4	0	2	1
PD26409_2_chr5_chr5-852691-180722682-gain	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	2	0	0	2	1	0	3	0	1	1	1	0	2	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	2	4	0	1	0	2	0	0	0	0	1	0	0	1	0	0	1	5	0	0	0	3	1	2	0	2
PD26429_1_chr5_chr5-96666874-180685900-gain	3	4	0	2	1	1	0	0	1	2	1	1	1	1	1	0	2	0	0	0	1	1	0	0	1	0	0	3	2	0	0	0	5	0	4	1	1	1	1	4	2	3	6	1	4	6	3	7	2	0	1	1	1	0	0	1	0	0	1	0	1	1	2	2	1	2	2	5	2	1	0	0	2	2	0	0	2	0	2	2	1	0	1	0	2	2	2	1	0	1	0	0	1	0	1	1
PD26429_2_chr5_chr5-96666874-180685900-gain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PD26407_1_chr5_chr5-855091-180722682-gain	0	1	0	1	2	0	0	1	2	2	0	0	1	1	0	2	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	1	5	2	2	1	2	1	2	4	1	0	1	1	4	4	1	5	3	0	3	0	0	1	0	4	1	0	1	1	4	1	3	0	2	0	4	3	0	0	0	0	1	1	2	1	3	3	2	5	5	0	1	3	2	0	1	1	0	0	0	3	6	0	0	1
PD26407_2_chr5_chr5-855091-180722682-gain	0	1	0	0	3	0	0	1	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	2	1	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	1	2	3	0	1	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	1
V0D57M_1_chr5_chr5-51164467-142476741-gain	5	3	1	0	2	2	0	1	1	0	0	1	1	1	1	4	2	0	1	1	1	1	1	1	2	0	0	1	1	0	0	3	7	2	4	5	2	7	2	10	1	1	7	4	15	9	4	6	2	0	2	0	4	4	2	2	1	2	0	0	4	1	2	6	7	0	3	4	1	2	0	1	2	1	4	5	0	3	1	5	1	0	4	2	2	1	2	3	2	0	2	1	1	1	1	4
V0D57M_2_chr5_chr5-51164467-142476741-gain	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	0	2	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	1	0	1	1	1	3	1	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0
MMRC00GABM_1_chr5_chr5-850203-180715810-gain	5	2	2	0	0	0	0	2	3	1	0	1	2	1	0	4	1	0	0	3	3	1	0	2	1	0	0	0	2	0	1	6	4	3	8	2	2	1	3	6	5	2	4	6	9	10	2	11	2	1	4	5	3	0	3	2	0	0	3	1	6	0	1	2	2	2	3	10	3	1	2	2	3	1	1	2	5	3	1	2	1	0	2	3	0	1	0	6	0	1	0	0	4	0	6	5
PD26410_1_chr5_chr5-98531912-180663035-gain	1	0	0	2	2	1	1	3	2	1	0	1	2	0	0	10	1	1	0	2	0	1	0	2	2	0	0	0	0	1	0	3	5	4	5	2	3	0	3	4	3	7	2	1	3	10	2	10	1	0	1	2	0	0	0	3	1	0	0	2	4	0	2	0	4	0	1	5	0	1	0	1	0	0	3	3	2	0	2	2	1	1	1	2	1	0	1	5	2	0	1	2	3	0	1	3
MMRC00GABM_2_chr5_chr5-850203-180715810-gain	2	1	0	1	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	2	0	1	2	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	2	1	0	2
PD26415_2_chr5_chr5-852691-180715810-gain	0	2	0	0	1	0	1	3	6	0	0	0	4	1	0	5	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	5	1	2	1	0	0	3	3	0	1	1	4	0	2	1	0	1	3	2	0	0	2	0	0	0	1	1	0	0	1	3	0	3	2	1	1	0	3	4	0	1	1	5	3	1	1	2	1	0	1	2	0	0	9	0	0	1	2	3	0	2	4
V0D58T_2_chr5_chr5-849605-108662744-gain	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	3	0	3	1	0	1	2	0	0	0	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	1	1	2	2	1	2	2	0	0	0	0	2	0	0	2	0	0	4	1	0	1	2	1	0	0	3	4	1	0	4
V0D58T_1_chr5_chr5-849605-108662744-gain	4	3	0	3	3	2	1	7	1	0	0	4	6	3	1	9	4	1	0	0	0	1	0	2	3	2	0	1	4	2	1	1	6	4	6	4	7	4	1	5	3	4	6	3	11	6	7	14	4	1	1	3	1	1	0	4	4	0	1	0	9	0	1	3	9	2	3	5	4	0	2	4	0	1	2	6	8	1	2	7	1	1	0	2	3	0	0	3	1	0	1	1	3	1	1	6
V0D57H_1_chr5_chr5-857922-17727088-gain	2	2	0	3	1	6	0	3	1	0	0	0	3	3	0	3	1	2	0	0	2	0	0	1	0	3	1	0	0	1	0	2	1	4	0	2	1	0	3	4	1	0	1	2	3	5	0	3	1	0	2	0	2	1	3	2	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0
V0D57H_2_chr5_chr5-857922-17727088-gain	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRC023ZBM_1_chr5_chr5-163976795-180699533-gain	1	3	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	3	1	0	1	1	0	0	0	0	1	0	1	2	0	3	0	4	2	2	2	1	6	1	1	4	2	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	4	1	0	0	1	1	0	0	2	2	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0
PD26415_1_chr5_chr5-852691-180715810-gain	0	1	0	1	0	0	0	2	1	1	0	3	1	1	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	2	0	0	0	1	0	0	1	0	1	0	2	1	2	0	0	3	2	0	0	5	0	0	0	0	0	1	0	3	0	0	1	0	1	1	2	2	0	0	0	2	4	0	0	0
PD26410_2_chr5_chr5-852691-98447717-gain	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	0	0	2	2	0	2	1	1	1	1	0	0	1	0	0	0	1	0	3	0	0	0	0	2	4	1	3	0
PD26410_1_chr5_chr5-852691-98447717-gain	4	5	0	1	1	0	0	5	1	2	0	1	5	1	4	9	0	1	0	1	1	0	0	1	0	0	0	2	0	2	0	3	7	1	7	5	7	1	1	8	4	8	5	5	16	9	1	12	1	2	5	2	1	3	1	5	0	2	2	3	2	0	0	2	6	1	2	5	2	1	0	2	3	1	1	2	2	1	2	3	3	0	0	0	1	0	1	4	2	0	2	4	2	2	1	2
PD26429_1_chr5_chr5-849504-54058141-gain	4	2	0	1	2	1	0	2	0	2	0	0	0	0	0	5	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	3	3	2	2	2	0	1	4	4	3	4	0	4	1	2	6	0	1	2	1	0	3	0	1	1	1	1	0	3	2	1	1	2	2	4	1	1	0	1	3	0	3	2	2	0	1	3	2	2	0	3	0	0	0	0	5	0	1	0	0	5	0	0	2
PD26429_2_chr5_chr5-849504-54058141-gain	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0	5	0	0	0	1	0	1	2	1	0	0	1	1	0	0	4
MMRC023ZBM_2_chr5_chr5-163976795-180699533-gain	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26410_2_chr5_chr5-98531912-180663035-gain	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0
PD26418_2_chr5_chr5-126144324-180710431-LOH	2	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	1	0	0	2	3	1	2	1	1	1	1	0	0	2	1	0	2	1	0	0	0	1	1	0	0	1	1	4	0	2	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	2
PD26424_1_chr5_chr5-127179152-180714526-gain	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	2	3	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	2	0	0	2	0	0	3	1	0	0	0	0	1	3	0	0	2	0	1	0	4	1	0	0	1	3	0	0	1
PD26424_2_chr5_chr5-127179152-180714526-gain	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	3	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	2	0	3	0	1	0	2	1	2	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	3	2	3	0	1	1	1	0	0	1	1	0	1	0	7	0	2	0
PD26424_1_chr5_chr5-852691-46345127-gain	1	1	0	2	1	2	0	0	0	1	0	1	1	2	0	2	1	0	0	1	0	1	0	1	1	1	0	2	1	0	1	1	4	2	1	1	0	1	0	3	0	1	0	3	5	3	2	3	2	1	1	0	2	0	0	2	0	0	0	2	0	1	2	4	1	0	2	0	1	1	3	2	1	0	1	1	1	2	0	2	3	1	2	2	2	0	1	3	1	0	2	2	9	0	4	5
PD26418_1_chr5_chr5-126144324-180710431-LOH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PD26424_2_chr5_chr5-852691-46345127-gain	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	1	0	2	0	2	1	5	2	0	4	3	0	1	1	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1	1	1	3	1	1	2	1	0	3	1	1	2	1	2	1	1	1	1	0	1	2	0	0	0	2	14	0	1	1
PD26408_1_chr5_chr5-130588550-180715810-gain	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	2	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	3	0	0	0	1	0	1	1	0	0	0	0	2	0	0	1
PD26408_2_chr5_chr5-130588550-180715810-gain	0	1	0	0	1	0	0	1	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	2	2	1	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
MMRC01Q1BM_1_chr6_chr6-63976354-119044453-gain	3	1	1	3	2	1	0	1	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	4	2	4	3	1	2	2	0	2	2	1	2	3	1	7	2	0	1	2	0	0	2	2	1	1	1	1	4	0	1	2	4	3	1	5	3	0	1	1	1	0	0	0	0	1	0	2	3	1	1	3	0	0	4	2	1	0	1	2	2	4	2	2
MMRC006BBM_1_chr6_chr6-51590078-170919735-LOH	6	2	0	1	5	1	0	0	3	2	0	1	6	3	0	7	1	0	0	2	2	1	0	4	2	1	0	0	12	0	1	43	2	1	2	2	8	0	2	2	1	6	2	1	56	12	7	45	6	0	2	4	2	1	0	4	4	2	0	2	5	0	2	2	4	0	3	1	3	5	2	2	4	0	0	2	3	1	0	0	1	1	1	0	5	1	1	2	3	1	2	1	1	0	2	2
MMRC006BBM_1_chr6_chr6-8753976-26025186-gain	1	1	0	0	2	0	0	1	3	0	0	0	2	1	0	2	0	1	0	0	0	0	0	1	1	0	0	0	5	2	0	3	0	0	1	0	0	0	0	1	0	3	0	1	18	3	1	4	1	0	0	0	2	1	0	0	1	0	1	0	2	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
PD26423_1_chr6_chr6-205800-106227990-gain	3	1	0	0	2	1	0	2	2	0	0	2	0	1	2	3	2	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1	5	3	2	1	0	1	4	4	1	0	2	1	3	1	2	3	2	1	0	2	1	1	0	1	0	0	0	0	3	0	1	1	1	0	1	2	1	0	0	0	0	2	1	3	2	4	1	0	1	0	0	2	1	1	0	1	1	0	0	1	2	1	0	1
PD26426_1_chr6_chr6-121141140-170921585-gain	2	3	0	1	3	1	0	2	2	2	1	3	1	2	0	3	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	7	3	3	6	6	2	3	0	1	2	5	3	5	0	3	3	1	1	1	0	1	1	0	1	2	0	2	1	5	0	2	0	4	4	2	1	2	0	2	2	0	0	1	3	2	2	1	2	1	0	0	2	1	1	1	0	1	0	0	1	0	2	2	4
MMRC01Q1BM_2_chr6_chr6-63976354-119044453-gain	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2
MMRC01Q1BM_1_chr6_chr6-21507159-57297982-gain	1	1	0	0	0	0	0	3	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	4	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	3	1	0	2	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MMRC006BBM_2_chr6_chr6-8753976-26025186-gain	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRC006BBM_2_chr6_chr6-51590078-170919735-LOH	1	0	0	0	0	0	0	2	0	0	0	2	1	3	0	1	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	2	2	0	0	2	0	0	0	1	3	5	0	1	3	1	0	0	1	2	0	0	1	1	0	0	2	2	0	1	2	1	0	1	0	3	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
PD26423_2_chr6_chr6-205800-106227990-gain	1	0	0	1	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26400_1_chr6_chr6-205933-58144557-gain	1	0	0	1	0	2	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	2	0	0	1	1	0	2	2	1	2	1	6	1	1	3	2	0	2	0	2	2	1	2	1	1	0	2	1	0	0	1	1	0	1	1	2	1	0	3	2	2	4	0	1	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	2	1	3	0	0	0	0	3	1	0	0
PD26403_1_chr6_chr6-209980-97740177-gain	2	1	0	1	3	1	0	1	0	2	0	2	3	1	0	3	3	3	0	4	0	3	0	2	1	0	0	0	1	1	0	1	5	1	8	4	4	1	5	5	1	4	8	5	3	2	1	3	2	1	4	2	0	0	0	0	0	2	0	1	2	1	2	2	0	4	5	0	2	1	0	3	2	1	2	0	2	0	0	4	2	0	0	2	3	0	1	4	2	1	1	0	3	0	0	4
MMRC01Q1BM_2_chr6_chr6-21507159-57297982-gain	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26403_2_chr6_chr6-209980-97740177-gain	1	1	0	0	1	0	0	2	1	1	0	0	2	2	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	3	0	1	2	1	0	1	2	0	2	0	1	1	1	1	0	3	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	2	1	1	2	1	3	3	0	1	2	2	1	2	1	2	0	0	1	0	0	0	3	0	1	0	0	0	0	2	3
PD26400_2_chr6_chr6-205933-58144557-gain	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	1	0	0	0	1	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0
PD26424_1_chr6_chr6-202452-58773345-gain	0	0	0	2	3	1	0	1	1	0	1	0	1	0	0	4	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	2	0	1	1	2	2	0	1	3	1	1	2	0	7	2	2	4	1	0	1	2	0	1	1	1	0	0	0	0	4	0	0	1	1	2	0	1	0	2	0	2	0	0	0	4	0	2	1	1	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	4
V0D583_1_chr6_chr6-203397-56381912-gain	0	2	0	0	1	1	0	1	1	1	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	0	2	0	0	2	0	1	1	2	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	2	1	1	0	2	0	1	1	0	1	1	1	1	2	0	1	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	2	0
PD26424_2_chr6_chr6-202452-58773345-gain	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MMRC0244BM_2_chr6_chr6-205920-71097327-gain	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	1	0	1	0	1	0	0	2	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1
MMRC0244BM_1_chr6_chr6-205920-71097327-gain	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	3	2	1	1	1	3	2	1	1	0	3	1	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	2	0	3	1	1	0	1	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2
V0D583_2_chr6_chr6-203397-56381912-gain	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
PD26426_2_chr6_chr6-121141140-170921585-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
MMRC006BBM_2_chr6_chr6-30054757-51588537-gain	1	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	0	0	1	0	1	0	1	3	1	0	0	4	1	0	6	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PD26426_1_chr6_chr6-5007946-77176057-gain	5	2	1	3	4	3	1	5	9	2	1	3	6	6	0	7	2	3	0	2	5	2	0	2	0	1	0	2	3	3	0	4	4	1	6	3	7	4	1	0	4	1	4	6	3	4	2	5	0	1	2	8	1	2	5	1	1	1	0	2	1	0	2	4	4	0	4	5	3	1	4	1	0	3	3	2	1	3	2	2	1	2	1	2	1	2	3	6	0	0	2	0	0	1	2	1
MMRC006BBM_3_chr6_chr6-30054757-51588537-gain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
